Timestamp,Building_ID,Building_Type,Energy_Usage_kWh,Occupancy_Level,Temperature,Humidity,Solar_Radiation,Battery_Level,Grid_Status,Critical_Load,Energy_Priority,Event_Type
2026-06-16 07:00,HC-001,Health Center,57.4,20,36.4,56.1,2.6,71,Stable,True,Critical,Heat Wave
2026-06-16 07:00,SC-002,School,53.0,100,33.4,45.9,2.3,75,Stable,True,Medium,Heat Wave
2026-06-16 07:00,CC-003,Community Center,38.7,1,38.2,55.1,2.2,77,Stable,False,Low,Heat Wave
2026-06-16 08:00,HC-001,Health Center,53.0,31,34.5,49.1,4.4,95,Stable,True,Critical,Heat Wave
2026-06-16 08:00,SC-002,School,57.3,88,36.5,46.4,4.6,96,Stable,True,Medium,Heat Wave
2026-06-16 08:00,CC-003,Community Center,1.6,0,38.7,48.6,4.3,92,Stable,False,Low,Heat Wave
2026-06-16 09:00,HC-001,Health Center,63.3,34,37.2,45.8,6.0,94,Stable,True,Critical,Heat Wave
2026-06-16 09:00,SC-002,School,60.5,107,36.5,60.9,6.3,88,Stable,True,Medium,Heat Wave
2026-06-16 09:00,CC-003,Community Center,33.3,1,35.1,50.3,6.3,98,Stable,False,Low,Heat Wave
2026-06-16 10:00,HC-001,Health Center,57.8,34,35.2,47.2,7.7,95,Stable,True,Critical,Heat Wave
2026-06-16 10:00,SC-002,School,59.1,88,37.4,51.4,7.9,90,Stable,True,Medium,Heat Wave
2026-06-16 10:00,CC-003,Community Center,45.0,3,39.5,48.7,7.5,88,Stable,False,Low,Heat Wave
2026-06-16 11:00,HC-001,Health Center,58.5,30,37.3,57.6,8.2,93,Stable,True,Critical,Heat Wave
2026-06-16 11:00,SC-002,School,59.9,111,36.6,62.4,8.8,95,Stable,True,Medium,Heat Wave
2026-06-16 11:00,CC-003,Community Center,38.5,4,37.7,51.2,8.5,98,Stable,False,Low,Heat Wave
2026-06-16 12:00,HC-001,Health Center,59.3,35,36.0,60.1,8.9,90,Stable,True,Critical,Heat Wave
2026-06-16 12:00,SC-002,School,55.7,134,33.4,53.9,8.9,88,Stable,True,Medium,Heat Wave
2026-06-16 12:00,CC-003,Community Center,36.4,1,36.7,45.3,8.8,90,Stable,False,Low,Heat Wave
2026-06-16 13:00,HC-001,Health Center,66.5,37,39.2,56.5,8.3,59,Unstable,True,Critical,Heat Wave
2026-06-16 13:00,SC-002,School,48.8,82,34.1,52.8,8.7,92,Stable,True,Medium,Heat Wave
2026-06-16 13:00,CC-003,Community Center,41.7,2,37.5,55.7,8.7,98,Stable,False,Low,Heat Wave
2026-06-16 14:00,HC-001,Health Center,49.1,15,34.3,60.7,7.7,95,Stable,True,Critical,Heat Wave
2026-06-16 14:00,SC-002,School,63.7,122,36.5,51.2,7.6,96,Stable,True,Medium,Heat Wave
2026-06-16 14:00,CC-003,Community Center,29.7,1,33.6,60.9,7.4,99,Stable,False,Low,Heat Wave
2026-06-16 15:00,HC-001,Health Center,59.4,40,35.9,57.8,6.0,96,Stable,True,Critical,Heat Wave
2026-06-16 15:00,SC-002,School,57.3,72,37.9,52.3,6.1,91,Stable,True,Medium,Heat Wave
2026-06-16 15:00,CC-003,Community Center,40.3,30,35.3,54.7,6.1,95,Stable,False,Low,Heat Wave
2026-06-16 16:00,HC-001,Health Center,60.1,32,37.3,48.8,4.7,98,Stable,True,Critical,Heat Wave
2026-06-16 16:00,SC-002,School,2.4,0,38.2,62.7,4.6,92,Stable,False,Low,Heat Wave
2026-06-16 16:00,CC-003,Community Center,51.9,46,39.0,56.0,4.5,90,Stable,False,Low,Heat Wave
2026-06-16 17:00,HC-001,Health Center,54.5,20,34.5,42.9,2.3,82,Stable,True,Critical,Heat Wave
2026-06-16 17:00,SC-002,School,2.3,0,35.6,48.9,2.1,75,Stable,False,Low,Heat Wave
2026-06-16 17:00,CC-003,Community Center,41.1,58,34.0,55.1,2.6,75,Stable,False,Low,Heat Wave
2026-06-16 18:00,HC-001,Health Center,43.4,37,29.5,71.0,0.0,70,Stable,True,Critical,Heat Wave
2026-06-16 18:00,SC-002,School,1.6,0,29.2,70.4,0.0,65,Stable,False,Low,Heat Wave
2026-06-16 18:00,CC-003,Community Center,17.8,25,27.7,78.1,0.0,73,Stable,False,Low,Heat Wave
2026-06-16 19:00,HC-001,Health Center,37.2,16,28.9,76.0,0.0,71,Stable,True,Critical,Heat Wave
2026-06-16 19:00,SC-002,School,1.9,0,27.6,77.9,0.0,70,Stable,False,Low,Heat Wave
2026-06-16 19:00,CC-003,Community Center,25.9,65,28.0,74.7,0.0,74,Stable,False,Low,Heat Wave
2026-06-16 20:00,HC-001,Health Center,33.5,33,25.9,73.0,0.0,69,Stable,True,Critical,Heat Wave
2026-06-16 20:00,SC-002,School,1.3,0,28.5,82.4,0.0,65,Stable,False,Low,Heat Wave
2026-06-16 20:00,CC-003,Community Center,16.3,28,26.0,79.3,0.0,79,Stable,False,Low,Heat Wave
2026-06-16 21:00,HC-001,Health Center,36.3,13,28.8,73.6,0.0,69,Stable,True,Critical,Heat Wave
2026-06-16 21:00,SC-002,School,3.2,0,28.6,75.8,0.0,84,Stable,False,Low,Heat Wave
2026-06-16 21:00,CC-003,Community Center,24.1,40,28.3,80.7,0.0,70,Stable,False,Low,Heat Wave
2026-06-16 22:00,HC-001,Health Center,34.5,27,25.6,71.3,0.0,69,Stable,True,Critical,Heat Wave
2026-06-16 22:00,SC-002,School,2.8,0,26.7,72.7,0.0,81,Stable,False,Low,Heat Wave
2026-06-16 22:00,CC-003,Community Center,11.2,4,26.6,71.3,0.0,82,Stable,False,Low,Heat Wave
2026-06-16 23:00,HC-001,Health Center,35.5,33,26.9,84.6,0.0,68,Stable,True,Critical,Heat Wave
2026-06-16 23:00,SC-002,School,1.6,0,25.9,83.5,0.0,66,Stable,False,Low,Heat Wave
2026-06-16 23:00,CC-003,Community Center,17.6,2,29.2,83.6,0.0,72,Stable,False,Low,Heat Wave
2026-06-17 00:00,HC-001,Health Center,35.0,12,27.7,82.9,0.0,69,Stable,True,Critical,Heat Wave
2026-06-17 00:00,SC-002,School,1.3,0,26.7,82.0,0.0,68,Stable,False,Low,Heat Wave
2026-06-17 00:00,CC-003,Community Center,16.0,3,27.1,78.6,0.0,78,Stable,False,Low,Heat Wave
2026-06-17 01:00,HC-001,Health Center,37.9,29,27.3,81.6,0.0,68,Stable,True,Critical,Heat Wave
2026-06-17 01:00,SC-002,School,2.0,0,27.9,70.7,0.0,72,Stable,False,Low,Heat Wave
2026-06-17 01:00,CC-003,Community Center,2.2,0,27.6,81.2,0.0,67,Stable,False,Low,Heat Wave
2026-06-17 02:00,HC-001,Health Center,38.9,18,29.2,84.0,0.0,78,Stable,True,Critical,Heat Wave
2026-06-17 02:00,SC-002,School,3.0,0,27.5,79.0,0.0,82,Stable,False,Low,Heat Wave
2026-06-17 02:00,CC-003,Community Center,20.3,1,29.5,76.4,0.0,76,Stable,False,Low,Heat Wave
2026-06-17 03:00,HC-001,Health Center,37.6,21,28.9,75.0,0.0,79,Stable,True,Critical,Heat Wave
2026-06-17 03:00,SC-002,School,2.1,0,26.3,81.6,0.0,84,Stable,False,Low,Heat Wave
2026-06-17 03:00,CC-003,Community Center,2.1,0,29.2,82.5,0.0,84,Stable,False,Low,Heat Wave
2026-06-17 04:00,HC-001,Health Center,32.6,13,26.0,85.7,0.0,73,Stable,True,Critical,Heat Wave
2026-06-17 04:00,SC-002,School,1.6,0,28.8,76.2,0.0,66,Stable,False,Low,Heat Wave
2026-06-17 04:00,CC-003,Community Center,1.4,0,27.0,83.9,0.0,65,Stable,False,Low,Heat Wave
2026-06-17 05:00,HC-001,Health Center,42.5,33,29.0,80.1,0.0,79,Stable,True,Critical,Heat Wave
2026-06-17 05:00,SC-002,School,3.0,0,29.0,85.9,0.0,79,Stable,False,Low,Heat Wave
2026-06-17 05:00,CC-003,Community Center,19.7,4,28.7,79.5,0.0,72,Stable,False,Low,Heat Wave
2026-06-17 06:00,HC-001,Health Center,62.7,28,38.1,52.9,0.2,67,Stable,True,Critical,Heat Wave
2026-06-17 06:00,SC-002,School,2.5,0,35.0,54.1,0.2,66,Stable,False,Low,Heat Wave
2026-06-17 06:00,CC-003,Community Center,30.0,3,33.5,57.7,0.0,68,Stable,False,Low,Heat Wave
2026-06-17 07:00,HC-001,Health Center,55.2,35,35.6,62.3,2.5,82,Stable,True,Critical,Heat Wave
2026-06-17 07:00,SC-002,School,50.3,79,34.1,43.5,2.1,76,Stable,True,Medium,Heat Wave
2026-06-17 07:00,CC-003,Community Center,37.2,3,37.5,43.1,2.0,82,Stable,False,Low,Heat Wave
2026-06-17 08:00,HC-001,Health Center,53.1,18,35.2,61.7,4.6,92,Stable,True,Critical,Heat Wave
2026-06-17 08:00,SC-002,School,67.8,99,39.3,53.1,4.6,97,Stable,True,Medium,Heat Wave
2026-06-17 08:00,CC-003,Community Center,37.9,3,37.2,54.9,4.5,92,Stable,False,Low,Heat Wave
2026-06-17 09:00,HC-001,Health Center,67.2,41,38.3,52.1,6.3,95,Stable,True,Critical,Heat Wave
2026-06-17 09:00,SC-002,School,45.5,61,33.9,44.0,6.4,96,Stable,True,Medium,Heat Wave
2026-06-17 09:00,CC-003,Community Center,1.8,0,38.6,58.1,6.4,89,Stable,False,Low,Heat Wave
2026-06-17 10:00,HC-001,Health Center,67.5,42,39.0,57.7,7.9,88,Stable,True,Critical,Heat Wave
2026-06-17 10:00,SC-002,School,63.6,131,36.2,48.5,7.7,90,Stable,True,Medium,Heat Wave
2026-06-17 10:00,CC-003,Community Center,38.0,2,36.9,48.4,7.9,93,Stable,False,Low,Heat Wave
2026-06-17 11:00,HC-001,Health Center,62.2,13,38.0,59.6,8.8,92,Stable,True,Critical,Heat Wave
2026-06-17 11:00,SC-002,School,53.8,124,34.1,43.5,8.3,95,Stable,True,Medium,Heat Wave
2026-06-17 11:00,CC-003,Community Center,38.5,1,36.3,60.5,8.7,95,Stable,False,Low,Heat Wave
2026-06-17 12:00,HC-001,Health Center,54.8,27,35.6,47.4,8.8,89,Stable,True,Critical,Heat Wave
2026-06-17 12:00,SC-002,School,54.8,103,34.0,54.5,8.7,96,Stable,True,Medium,Heat Wave
2026-06-17 12:00,CC-003,Community Center,33.8,2,35.4,61.7,8.9,91,Stable,False,Low,Heat Wave
2026-06-17 13:00,HC-001,Health Center,54.8,44,33.4,56.2,8.2,88,Stable,True,Critical,Heat Wave
2026-06-17 13:00,SC-002,School,56.1,134,33.2,50.7,8.5,89,Stable,True,Medium,Heat Wave
2026-06-17 13:00,CC-003,Community Center,29.0,3,33.9,56.5,8.7,98,Stable,False,Low,Heat Wave
2026-06-17 14:00,HC-001,Health Center,66.5,19,39.3,49.2,7.4,66,Unstable,True,Critical,Heat Wave
2026-06-17 14:00,SC-002,School,57.7,100,36.6,47.8,7.6,92,Stable,True,Medium,Heat Wave
2026-06-17 14:00,CC-003,Community Center,42.6,1,39.3,62.9,7.9,56,Unstable,False,Low,Heat Wave
2026-06-17 15:00,HC-001,Health Center,60.7,44,35.8,57.8,6.2,94,Stable,True,Critical,Heat Wave
2026-06-17 15:00,SC-002,School,54.6,111,35.0,55.5,6.1,96,Stable,True,Medium,Heat Wave
2026-06-17 15:00,CC-003,Community Center,41.9,50,36.3,49.5,6.2,93,Stable,False,Low,Heat Wave
2026-06-17 16:00,HC-001,Health Center,59.0,41,35.9,43.0,4.4,93,Stable,True,Critical,Heat Wave
2026-06-17 16:00,SC-002,School,2.9,0,33.7,42.7,4.5,89,Stable,False,Low,Heat Wave
2026-06-17 16:00,CC-003,Community Center,44.4,55,37.2,53.6,4.6,94,Stable,False,Low,Heat Wave
2026-06-17 17:00,HC-001,Health Center,55.9,44,34.4,58.0,2.2,66,Stable,True,Critical,Heat Wave
2026-06-17 17:00,SC-002,School,2.6,0,37.0,53.3,2.5,77,Stable,False,Low,Heat Wave
2026-06-17 17:00,CC-003,Community Center,45.2,35,37.2,59.7,2.3,72,Stable,False,Low,Heat Wave
2026-06-17 18:00,HC-001,Health Center,33.2,16,26.1,70.6,0.0,76,Stable,True,Critical,Heat Wave
2026-06-17 18:00,SC-002,School,2.8,0,25.7,76.6,0.1,65,Stable,False,Low,Heat Wave
2026-06-17 18:00,CC-003,Community Center,21.4,26,28.6,74.3,0.1,73,Stable,False,Low,Heat Wave
2026-06-17 19:00,HC-001,Health Center,34.8,24,27.3,78.1,0.0,72,Stable,True,Critical,Heat Wave
2026-06-17 19:00,SC-002,School,1.4,0,25.7,71.3,0.0,73,Stable,False,Low,Heat Wave
2026-06-17 19:00,CC-003,Community Center,26.2,42,29.5,87.2,0.0,69,Stable,False,Low,Heat Wave
2026-06-17 20:00,HC-001,Health Center,36.1,37,25.7,74.0,0.0,77,Stable,True,Critical,Heat Wave
2026-06-17 20:00,SC-002,School,2.7,0,28.3,86.6,0.0,78,Stable,False,Low,Heat Wave
2026-06-17 20:00,CC-003,Community Center,23.4,49,29.4,77.7,0.0,68,Stable,False,Low,Heat Wave
2026-06-17 21:00,HC-001,Health Center,33.2,25,26.5,87.7,0.0,81,Stable,True,Critical,Heat Wave
2026-06-17 21:00,SC-002,School,2.4,0,26.1,80.0,0.0,73,Stable,False,Low,Heat Wave
2026-06-17 21:00,CC-003,Community Center,15.5,29,26.0,86.8,0.0,84,Stable,False,Low,Heat Wave
2026-06-17 22:00,HC-001,Health Center,33.2,13,26.7,70.1,0.0,79,Stable,True,Critical,Heat Wave
2026-06-17 22:00,SC-002,School,2.3,0,25.9,83.5,0.0,84,Stable,False,Low,Heat Wave
2026-06-17 22:00,CC-003,Community Center,15.3,3,28.3,86.3,0.0,68,Stable,False,Low,Heat Wave
2026-06-17 23:00,HC-001,Health Center,33.9,23,25.7,72.5,0.0,66,Stable,True,Critical,Heat Wave
2026-06-17 23:00,SC-002,School,2.6,0,27.5,71.7,0.0,77,Stable,False,Low,Heat Wave
2026-06-17 23:00,CC-003,Community Center,18.2,2,29.5,77.6,0.0,68,Stable,False,Low,Heat Wave
2026-06-18 00:00,HC-001,Health Center,36.7,15,28.8,86.8,0.0,82,Stable,True,Critical,Heat Wave
2026-06-18 00:00,SC-002,School,3.0,0,28.0,79.8,0.0,80,Stable,False,Low,Heat Wave
2026-06-18 00:00,CC-003,Community Center,14.5,2,26.7,79.5,0.0,74,Stable,False,Low,Heat Wave
2026-06-18 01:00,HC-001,Health Center,35.8,20,28.0,72.5,0.0,66,Stable,True,Critical,Heat Wave
2026-06-18 01:00,SC-002,School,1.3,0,27.6,70.0,0.0,78,Stable,False,Low,Heat Wave
2026-06-18 01:00,CC-003,Community Center,11.4,1,27.2,84.6,0.0,66,Stable,False,Low,Heat Wave
2026-06-18 02:00,HC-001,Health Center,32.7,38,26.0,71.6,0.0,82,Stable,True,Critical,Heat Wave
2026-06-18 02:00,SC-002,School,2.5,0,29.0,81.4,0.0,65,Stable,False,Low,Heat Wave
2026-06-18 02:00,CC-003,Community Center,14.3,1,27.3,86.5,0.0,77,Stable,False,Low,Heat Wave
2026-06-18 03:00,HC-001,Health Center,35.8,42,26.3,73.8,0.0,70,Stable,True,Critical,Heat Wave
2026-06-18 03:00,SC-002,School,2.6,0,27.0,82.0,0.0,81,Stable,False,Low,Heat Wave
2026-06-18 03:00,CC-003,Community Center,11.7,4,27.2,71.4,0.0,81,Stable,False,Low,Heat Wave
2026-06-18 04:00,HC-001,Health Center,35.9,17,28.8,80.9,0.0,75,Stable,True,Critical,Heat Wave
2026-06-18 04:00,SC-002,School,1.9,0,28.4,73.0,0.0,70,Stable,False,Low,Heat Wave
2026-06-18 04:00,CC-003,Community Center,1.5,0,28.6,83.2,0.0,84,Stable,False,Low,Heat Wave
2026-06-18 05:00,HC-001,Health Center,32.0,40,25.5,75.4,0.0,67,Stable,True,Critical,Heat Wave
2026-06-18 05:00,SC-002,School,2.5,0,27.2,78.3,0.0,78,Stable,False,Low,Heat Wave
2026-06-18 05:00,CC-003,Community Center,16.1,4,27.4,80.8,0.0,70,Stable,False,Low,Heat Wave
2026-06-18 06:00,HC-001,Health Center,53.3,41,33.1,45.6,0.0,81,Stable,True,Critical,Heat Wave
2026-06-18 06:00,SC-002,School,2.8,0,34.7,57.6,0.0,67,Stable,False,Low,Heat Wave
2026-06-18 06:00,CC-003,Community Center,41.6,4,37.9,48.4,0.0,81,Stable,False,Low,Heat Wave
2026-06-18 07:00,HC-001,Health Center,54.0,33,33.9,55.9,2.1,83,Stable,True,Critical,Heat Wave
2026-06-18 07:00,SC-002,School,56.9,95,36.5,45.3,2.1,82,Stable,True,Medium,Heat Wave
2026-06-18 07:00,CC-003,Community Center,34.4,3,34.4,56.5,2.4,69,Stable,False,Low,Heat Wave
2026-06-18 08:00,HC-001,Health Center,49.3,33,33.1,44.7,4.1,90,Stable,True,Critical,Heat Wave
2026-06-18 08:00,SC-002,School,53.8,109,34.6,50.9,4.6,94,Stable,True,Medium,Heat Wave
2026-06-18 08:00,CC-003,Community Center,43.0,2,39.3,47.2,4.3,95,Stable,False,Low,Heat Wave
2026-06-18 09:00,HC-001,Health Center,67.3,42,38.2,57.7,6.1,94,Stable,True,Critical,Heat Wave
2026-06-18 09:00,SC-002,School,71.6,126,39.2,47.5,6.2,89,Stable,True,Medium,Heat Wave
2026-06-18 09:00,CC-003,Community Center,37.6,1,36.2,60.5,6.1,97,Stable,False,Low,Heat Wave
2026-06-18 10:00,HC-001,Health Center,53.0,33,33.7,60.7,7.9,97,Stable,True,Critical,Heat Wave
2026-06-18 10:00,SC-002,School,59.8,105,36.6,46.1,7.4,94,Stable,True,Medium,Heat Wave
2026-06-18 10:00,CC-003,Community Center,3.1,0,36.0,54.9,7.6,97,Stable,False,Low,Heat Wave
2026-06-18 11:00,HC-001,Health Center,65.8,36,38.5,43.8,8.7,90,Stable,True,Critical,Heat Wave
2026-06-18 11:00,SC-002,School,51.1,81,33.6,50.2,8.6,94,Stable,True,Medium,Heat Wave
2026-06-18 11:00,CC-003,Community Center,35.6,4,36.2,57.0,8.4,88,Stable,False,Low,Heat Wave
2026-06-18 12:00,HC-001,Health Center,52.8,37,34.0,55.8,8.8,89,Stable,True,Critical,Heat Wave
2026-06-18 12:00,SC-002,School,56.9,99,35.1,55.1,8.9,99,Stable,True,Medium,Heat Wave
2026-06-18 12:00,CC-003,Community Center,38.5,2,37.8,47.9,9.1,97,Stable,False,Low,Heat Wave
2026-06-18 13:00,HC-001,Health Center,59.3,24,36.1,49.9,8.7,88,Stable,True,Critical,Heat Wave
2026-06-18 13:00,SC-002,School,55.9,99,35.4,44.2,8.4,96,Stable,True,Medium,Heat Wave
2026-06-18 13:00,CC-003,Community Center,37.2,4,35.6,57.1,8.8,89,Stable,False,Low,Heat Wave
2026-06-18 14:00,HC-001,Health Center,54.4,12,36.0,52.6,7.3,89,Stable,True,Critical,Heat Wave
2026-06-18 14:00,SC-002,School,62.1,88,38.1,56.9,7.3,66,Unstable,True,Medium,Heat Wave
2026-06-18 14:00,CC-003,Community Center,42.7,2,38.8,47.2,7.8,51,Unstable,False,Low,Heat Wave
2026-06-18 15:00,HC-001,Health Center,68.2,43,39.2,48.8,6.0,58,Unstable,True,Critical,Heat Wave
2026-06-18 15:00,SC-002,School,61.4,90,38.1,49.0,6.0,62,Unstable,True,Medium,Heat Wave
2026-06-18 15:00,CC-003,Community Center,41.0,39,35.1,42.5,6.1,91,Stable,False,Low,Heat Wave
2026-06-18 16:00,HC-001,Health Center,64.1,42,37.5,49.2,4.4,90,Stable,True,Critical,Heat Wave
2026-06-18 16:00,SC-002,School,1.7,0,35.8,58.9,4.5,92,Stable,False,Low,Heat Wave
2026-06-18 16:00,CC-003,Community Center,38.5,30,34.7,60.8,4.5,96,Stable,False,Low,Heat Wave
2026-06-18 17:00,HC-001,Health Center,63.8,36,38.5,52.9,2.1,82,Stable,True,Critical,Heat Wave
2026-06-18 17:00,SC-002,School,1.9,0,33.2,51.6,2.3,77,Stable,False,Low,Heat Wave
2026-06-18 17:00,CC-003,Community Center,51.0,73,38.9,42.6,2.5,69,Stable,False,Low,Heat Wave
2026-06-18 18:00,HC-001,Health Center,37.8,29,27.3,85.8,0.2,84,Stable,True,Critical,Heat Wave
2026-06-18 18:00,SC-002,School,1.8,0,28.0,70.2,0.0,79,Stable,False,Low,Heat Wave
2026-06-18 18:00,CC-003,Community Center,21.0,46,28.1,87.0,0.3,83,Stable,False,Low,Heat Wave
2026-06-18 19:00,HC-001,Health Center,44.2,42,29.1,78.8,0.0,84,Stable,True,Critical,Heat Wave
2026-06-18 19:00,SC-002,School,2.8,0,28.0,76.2,0.0,75,Stable,False,Low,Heat Wave
2026-06-18 19:00,CC-003,Community Center,22.1,60,28.0,86.6,0.0,73,Stable,False,Low,Heat Wave
2026-06-18 20:00,HC-001,Health Center,32.6,20,25.8,70.4,0.0,80,Stable,True,Critical,Heat Wave
2026-06-18 20:00,SC-002,School,3.0,0,27.6,80.5,0.0,75,Stable,False,Low,Heat Wave
2026-06-18 20:00,CC-003,Community Center,18.4,70,26.1,79.9,0.0,66,Stable,False,Low,Heat Wave
2026-06-18 21:00,HC-001,Health Center,38.1,14,28.4,73.9,0.0,72,Stable,True,Critical,Heat Wave
2026-06-18 21:00,SC-002,School,2.3,0,27.5,77.7,0.0,69,Stable,False,Low,Heat Wave
2026-06-18 21:00,CC-003,Community Center,24.8,57,28.2,81.7,0.0,75,Stable,False,Low,Heat Wave
2026-06-18 22:00,HC-001,Health Center,33.8,38,25.7,83.1,0.0,75,Stable,True,Critical,Heat Wave
2026-06-18 22:00,SC-002,School,2.6,0,25.8,70.0,0.0,73,Stable,False,Low,Heat Wave
2026-06-18 22:00,CC-003,Community Center,14.7,4,28.4,86.9,0.0,75,Stable,False,Low,Heat Wave
2026-06-18 23:00,HC-001,Health Center,31.5,12,25.8,73.0,0.0,69,Stable,True,Critical,Heat Wave
2026-06-18 23:00,SC-002,School,1.3,0,25.8,74.2,0.0,73,Stable,False,Low,Heat Wave
2026-06-18 23:00,CC-003,Community Center,10.7,3,25.5,74.7,0.0,65,Stable,False,Low,Heat Wave
2026-06-19 00:00,HC-001,Health Center,37.8,20,29.3,70.7,0.0,74,Stable,True,Critical,Heat Wave
2026-06-19 00:00,SC-002,School,2.8,0,28.5,72.2,0.0,72,Stable,False,Low,Heat Wave
2026-06-19 00:00,CC-003,Community Center,12.4,4,26.9,87.8,0.0,83,Stable,False,Low,Heat Wave
2026-06-19 01:00,HC-001,Health Center,33.7,26,26.7,75.7,0.0,80,Stable,True,Critical,Heat Wave
2026-06-19 01:00,SC-002,School,2.1,0,26.9,72.1,0.0,77,Stable,False,Low,Heat Wave
2026-06-19 01:00,CC-003,Community Center,18.5,1,28.6,71.9,0.0,69,Stable,False,Low,Heat Wave
2026-06-19 02:00,HC-001,Health Center,36.5,20,28.1,83.0,0.0,82,Stable,True,Critical,Heat Wave
2026-06-19 02:00,SC-002,School,2.8,0,26.2,85.4,0.0,73,Stable,False,Low,Heat Wave
2026-06-19 02:00,CC-003,Community Center,9.4,4,26.2,74.6,0.0,68,Stable,False,Low,Heat Wave
2026-06-19 03:00,HC-001,Health Center,32.4,39,25.9,70.4,0.0,78,Stable,True,Critical,Heat Wave
2026-06-19 03:00,SC-002,School,2.3,0,28.1,74.0,0.0,71,Stable,False,Low,Heat Wave
2026-06-19 03:00,CC-003,Community Center,19.8,4,28.6,71.0,0.0,76,Stable,False,Low,Heat Wave
2026-06-19 04:00,HC-001,Health Center,32.8,35,26.6,71.9,0.0,71,Stable,True,Critical,Heat Wave
2026-06-19 04:00,SC-002,School,1.3,0,25.6,77.8,0.0,75,Stable,False,Low,Heat Wave
2026-06-19 04:00,CC-003,Community Center,9.3,4,25.8,74.1,0.0,79,Stable,False,Low,Heat Wave
2026-06-19 05:00,HC-001,Health Center,40.6,21,29.4,79.3,0.0,71,Stable,True,Critical,Heat Wave
2026-06-19 05:00,SC-002,School,2.0,0,26.7,74.6,0.0,84,Stable,False,Low,Heat Wave
2026-06-19 05:00,CC-003,Community Center,18.8,1,28.6,86.9,0.0,81,Stable,False,Low,Heat Wave
2026-06-19 06:00,HC-001,Health Center,58.7,33,37.1,61.0,0.1,69,Stable,True,Critical,Heat Wave
2026-06-19 06:00,SC-002,School,1.6,0,35.5,53.9,0.0,72,Stable,False,Low,Heat Wave
2026-06-19 06:00,CC-003,Community Center,30.7,3,34.3,49.4,0.0,74,Stable,False,Low,Heat Wave
2026-06-19 07:00,HC-001,Health Center,53.3,33,33.8,50.0,2.1,70,Stable,True,Critical,Heat Wave
2026-06-19 07:00,SC-002,School,59.0,86,37.0,50.6,2.4,66,Stable,True,Medium,Heat Wave
2026-06-19 07:00,CC-003,Community Center,39.0,3,38.0,57.3,2.1,69,Stable,False,Low,Heat Wave
2026-06-19 08:00,HC-001,Health Center,63.1,31,37.2,51.5,4.4,97,Stable,True,Critical,Heat Wave
2026-06-19 08:00,SC-002,School,60.9,123,36.4,60.0,4.2,99,Stable,True,Medium,Heat Wave
2026-06-19 08:00,CC-003,Community Center,30.0,1,33.3,61.8,4.7,90,Stable,False,Low,Heat Wave
2026-06-19 09:00,HC-001,Health Center,67.1,37,39.3,49.1,6.1,89,Stable,True,Critical,Heat Wave
2026-06-19 09:00,SC-002,School,66.9,138,38.2,53.8,6.5,90,Stable,True,Medium,Heat Wave
2026-06-19 09:00,CC-003,Community Center,35.0,4,34.9,44.0,6.5,91,Stable,False,Low,Heat Wave
2026-06-19 10:00,HC-001,Health Center,69.1,39,39.4,46.2,7.3,89,Stable,True,Critical,Heat Wave
2026-06-19 10:00,SC-002,School,62.9,126,36.9,50.7,7.6,91,Stable,True,Medium,Heat Wave
2026-06-19 10:00,CC-003,Community Center,38.4,3,36.8,46.3,7.3,91,Stable,False,Low,Heat Wave
2026-06-19 11:00,HC-001,Health Center,59.4,17,37.9,60.4,8.7,93,Stable,True,Critical,Heat Wave
2026-06-19 11:00,SC-002,School,64.3,101,38.3,45.3,8.5,99,Stable,True,Medium,Heat Wave
2026-06-19 11:00,CC-003,Community Center,38.2,3,37.3,51.6,8.2,92,Stable,False,Low,Heat Wave
2026-06-19 12:00,HC-001,Health Center,53.9,30,33.8,54.7,8.6,94,Stable,True,Critical,Heat Wave
2026-06-19 12:00,SC-002,School,57.4,124,35.2,56.5,8.7,98,Stable,True,Medium,Heat Wave
2026-06-19 12:00,CC-003,Community Center,1.2,0,39.0,50.0,9.1,94,Stable,False,Low,Heat Wave
2026-06-19 13:00,HC-001,Health Center,50.4,13,34.5,60.3,8.6,90,Stable,True,Critical,Heat Wave
2026-06-19 13:00,SC-002,School,55.0,104,35.4,53.9,8.7,96,Stable,True,Medium,Heat Wave
2026-06-19 13:00,CC-003,Community Center,35.5,3,35.8,51.2,8.4,94,Stable,False,Low,Heat Wave
2026-06-19 14:00,HC-001,Health Center,54.0,16,35.9,43.4,7.3,94,Stable,True,Critical,Heat Wave
2026-06-19 14:00,SC-002,School,56.3,64,37.0,51.8,7.9,89,Stable,True,Medium,Heat Wave
2026-06-19 14:00,CC-003,Community Center,42.2,2,39.1,59.2,7.3,59,Unstable,False,Low,Heat Wave
2026-06-19 15:00,HC-001,Health Center,54.0,21,34.6,54.9,6.5,99,Stable,True,Critical,Heat Wave
2026-06-19 15:00,SC-002,School,47.6,66,33.8,59.5,6.1,97,Stable,True,Medium,Heat Wave
2026-06-19 15:00,CC-003,Community Center,41.8,58,34.3,52.4,5.9,90,Stable,False,Low,Heat Wave
2026-06-19 16:00,HC-001,Health Center,67.9,35,38.8,44.5,4.5,90,Stable,True,Critical,Heat Wave
2026-06-19 16:00,SC-002,School,2.9,0,37.2,42.3,4.7,99,Stable,False,Low,Heat Wave
2026-06-19 16:00,CC-003,Community Center,38.8,34,34.9,48.4,4.7,93,Stable,False,Low,Heat Wave
